system:index,EVI_mean,GCI_mean,NBR_mean,NDMI_mean,NDMI_stdDev,NDVI_mean,NDVI_p10,NDVI_p90,NDVI_stdDev,SAVI_mean,date,month,pct_area_stress_BOTH,pct_area_stress_NDMI,pct_area_stress_NDVI,year,.geo
0,0.45019507442403894,3.2194725562282898,0.4321570298566855,0.1978483660877901,0.11368644352634852,0.6581596463699408,0.4883209137567814,0.7929075384647551,0.12300163974300046,0.4156838667014855,2020-01,1,6.38684562787127,18.06207838838109,6.978260513500828,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.4204331486579321,2.9928514000827895,0.386255070512211,0.1529179478215476,0.11511612348081825,0.6249861421939351,0.4414436026109842,0.761642121401841,0.12580706849515513,0.3915209116325505,2020-02,2,10.065263857523282,28.42437781182383,10.524417400829332,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.38768050734243853,2.5224402448526866,0.3247827806494561,0.11080467799737885,0.12229870116607551,0.5532448170437017,0.3555294347052927,0.7147839438052668,0.13923942095647068,0.35843841268477217,2020-03,3,21.580098958265516,43.15983875045203,22.523990570417773,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.37529514386362506,2.6013697311532393,0.2998249787230375,0.0915111815915251,0.1282775560627255,0.5562073242318484,0.35552494954969927,0.7226038498966386,0.1393278267818096,0.35272573162422366,2020-04,4,21.473380563171283,50.713803110904884,22.002030252277443,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.42918068336083015,3.158732674726681,0.3965525177187057,0.1608663707817355,0.12040743793205685,0.646696884184514,0.4727088223303298,0.792900132475657,0.12743277421147947,0.40358132858884244,2020-05,5,7.954530377250286,27.332757270101045,8.28511537927182,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.40276545487450655,2.7306536679638764,0.35957647489928707,0.13626320313818588,0.11529055939071568,0.5876963480018458,0.4180128750634259,0.7304294971779135,0.12457261234805328,0.37468547127820245,2020-06,6,13.107377757572792,34.65457529153793,13.710125546737373,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.3346777452495772,2.504671331427589,0.26617117193505857,0.05350248679060696,0.12567801457418826,0.5304061078898002,0.3398409800003789,0.7069907810581794,0.1418383941110685,0.3217563958795334,2020-07,7,26.260426405198352,64.73803531070844,26.76455439683984,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.2706884148781243,2.039948967701585,0.14929287846610603,-0.02868719157628026,0.11806958492459615,0.43926330271683756,0.2617680185506605,0.6210405891619085,0.13533458684986233,0.26319212547334375,2020-08,8,53.72353335394082,86.33662583829124,53.919365318560594,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.26632360522861614,1.8629578482357168,0.11242047833254226,-0.044361794857426855,0.12511392801143673,0.4129417131451401,0.23046994604905435,0.6054334219664963,0.1406699569321189,0.25515109204538433,2020-09,9,61.10606871083929,87.46420086933723,61.45802385217641,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.250033785564034,1.8259282873493643,0.08778445724202193,-0.05851323052987352,0.12513588919437227,0.3814911863288136,0.2070405097952347,0.5741690458339881,0.14065367270066523,0.24378492722528242,2020-10,10,70.18759996616551,89.15534774546761,70.56737853294472,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.35428125650915676,2.4891592433031557,0.2621867278776118,0.06412466558796329,0.14353711429551205,0.5385808458364711,0.3320659862887997,0.730412400396637,0.14880696737996432,0.32609626218113696,2020-11,11,27.006129359908932,59.57548118489034,27.76556919232035,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.3888153575762246,2.815523283024151,0.30238914186090343,0.10507899829249331,0.14487302422277956,0.5782467213800407,0.37115248714047244,0.7694961350579849,0.14964468767571903,0.3630976761008279,2020-12,12,21.316668230370865,48.553932367848745,21.757370396716688,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.3381212907831985,2.5299982921758355,0.2563183816220842,0.06289680659675177,0.15798011540930237,0.5239349059657922,0.3008052903186092,0.7382351152373114,0.16281573719416548,0.32550476268418416,2021-01,1,34.87494632163165,59.02337087031888,35.31798158236797,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.2969466665124988,2.3020714865137313,0.1977810901181327,0.022239607908006907,0.1419673386985487,0.47505508668421426,0.27735468623956133,0.6835415970448028,0.15439801424535235,0.29226062428228416,2021-02,2,45.813537794278304,68.74435431452216,46.344001103136975,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.2701039916344659,1.9952207959490027,0.13709863797377134,-0.02097152682013666,0.12937671265773415,0.4232480317610733,0.24613722653130532,0.6210608437977119,0.13977243891467778,0.2632493629754456,2021-03,3,58.95562680627721,80.85457812527592,59.82719543447437,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.2937608808125724,1.8608486624350942,0.18351682473832664,0.010598030069558255,0.13725565473949394,0.4373778378807246,0.2539547947442998,0.636679459685924,0.1433976739201762,0.27062271044950464,2021-04,4,54.08459051669232,73.65763069366747,55.18853105293174,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.3835782863239293,2.612312593188428,0.31563945324213605,0.10566689827083998,0.1356614689251562,0.5766055921204152,0.3867763079570104,0.753869973039298,0.14211983861095354,0.35481044873948137,2021-05,5,18.309079047378813,48.81331424474726,18.776698276991848,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.34580326309076304,2.361545422012522,0.2649838751871433,0.07134115523280475,0.12230334494796258,0.5186358957216198,0.3398907149607992,0.6913406673828733,0.1340622936335198,0.324334801915722,2021-06,6,29.395506364233707,61.711512373948466,29.9553872698481,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.23690917838148498,1.7767949241940062,0.10261265199159415,-0.05613870928025275,0.11517730695198057,0.40178896910426737,0.23833299112305906,0.5819760819091092,0.13013756628483789,0.22751696572043495,2021-07,7,66.10007291893105,89.92458605860244,66.40047945734631,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.1828551991766802,1.2262401888423953,4.341300686832673E-4,-0.12465465538423792,0.09348247153240127,0.28338094243703965,0.1758659467406898,0.4179084622766717,0.10334684520787688,0.17222503602917869,2021-08,8,92.81853281993408,97.43310081565507,93.0119555341682,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.16937735012119023,1.216495333636847,-0.05432313395953524,-0.16038478079399413,0.10237532517473154,0.2666215929775152,0.16027490810816344,0.4101327432152468,0.10807952154859128,0.16353351722262247,2021-09,9,93.14795126438989,97.37610518585258,93.30632807933799,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.1870625114513674,1.354900933179494,0.006507585318681198,-0.11934292510884874,0.11816528212754762,0.29415546501698914,0.16809484222544815,0.46481015906951423,0.12513648127006086,0.18158045529203704,2021-10,10,88.34714601172628,94.70228341581421,88.8294728413513,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.2669892854398792,1.8908141518719301,0.11156293245520317,-0.03899427732064731,0.14785796439040877,0.4164818306831872,0.23049374303780695,0.6366978301843408,0.15572101468099997,0.2530270165747347,2021-11,11,60.50704731548049,81.96899131224285,61.20663204168183,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.42212843231942204,2.7011663956282255,0.3565728894877584,0.14392314066103645,0.14902167704950006,0.6055767733416874,0.4023774515054883,0.7929400344477032,0.1491690383050299,0.3733539911383817,2021-12,12,15.038584362166144,38.77632735355826,15.713747227820715,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.436348969246935,3.3195106894751203,0.3884248203511171,0.17529809939291222,0.13370289568093782,0.6421021209219246,0.44138875507981623,0.8163751164283626,0.14579754169951412,0.4107261959825856,2022-01,1,10.082488574643717,28.27533501732215,10.765565006764751,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.2819145503582469,2.2034658813401298,0.1965078464016229,0.021884363436090435,0.10824793778136854,0.4467166006502761,0.27739161775507915,0.6288506302350018,0.1307137768225059,0.27902268648836603,2022-02,2,51.701580414255744,76.8773921874786,53.12606565890098,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.20770257280963525,1.6702613210781734,0.05268990511942487,-0.08414843676393806,0.09508361040737796,0.3322354349320262,0.20707729542262876,0.4804401722213887,0.11003043122652745,0.20865396705726086,2022-03,3,84.97196375609082,96.04545861851652,85.47282882781366,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.21235393670741814,1.478434245630743,0.03489561369282156,-0.09261900507111755,0.11054681466267668,0.3246411959234172,0.1914848560063026,0.4882503907172269,0.11668564788177493,0.20308138410962004,2022-04,4,84.3642216491732,94.10954940024295,85.44801153094663,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.33935088827399795,2.5070694307676353,0.238266944744195,0.05455569277313069,0.15165083817081054,0.5190106237417133,0.30079952230183776,0.7304339572562918,0.16059707749268504,0.3209505791890457,2022-05,5,34.641017123020184,61.944088100854735,35.08099632062494,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.28083647090226277,1.9127966752398373,0.15285337165841031,-0.0066132181763672105,0.13570202415709007,0.4171153361626,0.22266503276651864,0.6366853530328025,0.1548434074091439,0.26167175170071094,2022-06,6,59.387524569422645,78.7713972896167,60.18808262103421,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.2016873115795516,1.5797903178665462,0.034794462260422036,-0.1007868552111975,0.11285600601343047,0.3271998254946202,0.18365105594403736,0.5117085561181038,0.1291280253596943,0.196612995527058,2022-07,7,82.82738945471385,93.93907158986997,83.05555860604954,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.1697933312741455,1.3267336059464454,-0.022688763308508587,-0.13794841646066167,0.11311520175437347,0.2827767403217354,0.16025563176008842,0.4726392961179773,0.12843692799241913,0.16588126364237418,2022-08,8,88.08413603466177,94.88893777909495,88.34158205622303,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.19388362978450457,1.3888088870754112,-0.02092684664932918,-0.12967323791977897,0.11529850970031816,0.30120153831162194,0.16026679329880872,0.48043531463833905,0.1279629537168924,0.187120564489032,2022-09,9,86.36031862187234,95.29937345119363,86.69926536151144,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.1904171690014961,1.4251167229172061,-0.006097570463432256,-0.11483932738640619,0.11836061768320992,0.2945263472049065,0.1680598258714132,0.48042582717612914,0.1286059335186792,0.18567068268094597,2022-10,10,86.68822155106227,94.45850114286971,87.31092015066658,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.292641406850775,1.7194521532118898,0.12922607808064818,-0.027633718101487962,0.1573080139929892,0.41041287331149695,0.19143608919994753,0.6757844683745624,0.17922263459810883,0.26058349879399006,2022-11,11,60.28389030167305,78.52602317588304,61.089807662448194,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.44646725975733137,2.8683162371315283,0.35967145483798074,0.15241759297088509,0.14056064890846512,0.6065793949104427,0.40233296882332115,0.7929366185544898,0.14717531340948836,0.39758220315089754,2022-12,12,14.932691210285725,35.93099237343055,15.757206691106356,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.3555487356139336,2.891385556735299,0.2718559528829837,0.09014626716572395,0.14185678177462774,0.5490006157737298,0.3320520094813878,0.7616739988056236,0.15911155145842776,0.3430892892493421,2023-01,1,28.091796098270116,53.729384491042694,28.755499270113845,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.21885979237908884,1.8235207023219255,0.10421152675759264,-0.043233524902412376,0.10029071626298373,0.3455767589197913,0.21491280124421033,0.5116780431175917,0.11868752918970203,0.22307156813276818,2023-02,2,80.88237974231822,91.68628256353092,82.05878610640107,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.1910696345405309,1.611565007753292,0.05376962453988234,-0.08743835007148738,0.10860355018771624,0.3244224387762422,0.19150277383372397,0.48823704681234037,0.12052350529244239,0.1914777758273104,2023-03,3,84.24852130390205,94.48918998539727,84.84199145085397,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.3426337622809195,2.164491305627464,0.2288645878543256,0.05291987746919875,0.13082154485109995,0.4912822367993756,0.3008103652957916,0.6835631313711229,0.14691858002982688,0.31111959725990895,2023-04,4,38.09368512987889,65.10753113246426,39.90469162356721,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.48154095137422726,3.3754747817019615,0.420932708097004,0.20145240491852048,0.1255177562020612,0.6625048237459927,0.47271717562685134,0.8163423023837393,0.1341104255341466,0.4352417294122112,2023-05,5,7.218400366832199,20.489576568867317,7.856900056884775,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.39141128229883543,3.005258862487755,0.3259349014609245,0.11939431383020188,0.15135750577231447,0.5793293919509307,0.3476746770597739,0.800746636931022,0.16907820255412415,0.3658051330771971,2023-06,6,23.92089170822753,45.80515657934981,24.41358518402163,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.25899615869732817,1.8644730509801914,0.1254742992676822,-0.0340443943885344,0.1324814394443284,0.39736573000000214,0.2227043274009912,0.6132810650757382,0.14692998898441628,0.24575232731098826,2023-07,7,66.55614596434674,84.3531021871568,66.98125049725641,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.19054586266048607,1.5783894908362646,0.026790481593403633,-0.10869543259945284,0.12265266145625989,0.310030288245312,0.17583166443886547,0.5195133037604522,0.14095087180662988,0.19050110277253993,2023-08,8,84.03254580312833,92.33709068490157,84.24802974793275,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.17406797450297373,1.382603810674212,-0.03581149743947852,-0.1463559818972085,0.11690227262057815,0.2739076480816663,0.16031438467981232,0.4491791835782253,0.12574028883634117,0.17147063204127325,2023-09,9,89.77289396415851,95.4623598933064,90.08228149666691,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.22833225877529992,1.498680801199576,0.0421350362126225,-0.08953142078076316,0.13300479725001968,0.33984111416740437,0.1758118163100231,0.5429355204029129,0.14230791148844268,0.21162141663947637,2023-10,10,78.2890919199309,90.47788870202874,78.92668702113046,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.4471633919628322,3.077485413373897,0.40626870150586236,0.1825673747983542,0.12687440192695623,0.649693061434585,0.4414757620301962,0.8241576593063734,0.14620334224095188,0.40611386203279165,2023-11,11,9.679380588415718,24.73087807347195,10.520379298373934,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.4996012827667731,3.1968474035316112,0.4249979689413354,0.20366411923381225,0.11755361445410752,0.6591897035411873,0.48054129800423095,0.8085401898468552,0.13095705641780442,0.4379851771576614,2023-12,12,6.526986172052898,17.877865870833805,7.362812101624959,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.4405488915561708,3.1729661420700257,0.3978020379816572,0.170596834130461,0.11427317268574251,0.6413755349474366,0.464873287692741,0.7850915252549999,0.12645197427049806,0.40443801754356706,2024-01,1,7.862982238044462,25.31783885501328,8.456630276044653,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.3648249089767624,2.6935880167977135,0.2960343420377745,0.08974435912795468,0.11755965515963848,0.5540104729355377,0.3633143477518898,0.7225940467254353,0.1382065453696758,0.34723206825196745,2024-02,2,21.834753365098816,53.23549847019113,22.50141858870696,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.32400036799811766,2.341207462161108,0.2174356579046167,0.03254049964450805,0.11881874434630749,0.49082157531995657,0.30083047179466427,0.6678999634843638,0.14106258317560116,0.31047544076390443,2024-03,3,37.668856636313855,72.88354950909249,38.24328671482441,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.40048447388961367,2.902949189103643,0.3751078914712255,0.13697258930179732,0.1222823146219695,0.6184475770629281,0.42580212233483045,0.7851136995172494,0.1392851218288917,0.37369053753490816,2024-04,4,12.118686701970505,35.23018981239963,12.67701771094838,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.4736547422751655,3.372178750216957,0.44387112063153683,0.19906206129009738,0.11965059334199664,0.6840149782729118,0.5117257719710635,0.8241673267615294,0.12809599640134842,0.43065300908532095,2024-05,5,5.448793406470343,18.35686150206304,5.885456980681663,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.42299553153572106,3.0726698075215593,0.3764342425439351,0.14952208839881145,0.12303433651522304,0.6176699808145207,0.4336080986371896,0.7694712339829165,0.13373871027318487,0.3925147586940338,2024-06,6,10.957244829341862,31.66139094765236,11.518621613526479,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.338503022111652,2.5191381458068007,0.277682742905808,0.06605371075816562,0.12365874068734085,0.528326965757032,0.34771012912656774,0.6991610018804132,0.13771787721946058,0.3232927573157021,2024-07,7,26.718464251905637,62.979113208290215,27.30215181599639,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.34379233265068276,2.4365945576378776,0.2307718598412692,0.03526384877538821,0.12319934129886669,0.5304109900113061,0.34770327660070666,0.6991723126918897,0.13733042631005468,0.3218411046006239,2024-08,8,26.656562599011753,71.36183832616456,26.917720209795732,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.2675787845656688,1.9542961316720275,0.1208392315401345,-0.04096254948918909,0.12338476452637465,0.4104425881822009,0.23051532459074103,0.6054539975236117,0.14102461303542282,0.25874003002014867,2024-09,9,63.234071998997386,87.54253545185335,63.52642599953323,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.25177356819069435,1.8154756574394593,0.08288352497139909,-0.06090418380101141,0.12363579398284842,0.3830006005707789,0.21486288290621325,0.5742047913085897,0.13828012845324505,0.24277323165994671,2024-10,10,71.12749594340882,90.00536702137275,71.5138407747936,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.3265627862132216,2.073577752408204,0.20783083762303622,0.02465287216293219,0.13884411954229703,0.474298057249081,0.27737348148373825,0.6679070887012305,0.14599370502260345,0.299074710700619,2024-11,11,43.36115205203834,70.46560375534514,44.359663118433474,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.4204746732524759,2.957932671796425,0.33886721961315097,0.12787465146482108,0.13869237177534155,0.6040679516598609,0.41019887919925646,0.7695022351387054,0.13898788999720182,0.38586261502312563,2024-12,12,13.918744557846319,40.061698971096504,14.467020835622888,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.3790534305814363,2.890376588417926,0.29957800708922155,0.09885635430994491,0.13557530575497206,0.5702199685238706,0.3867675657795871,0.7538388097401959,0.13920272158830907,0.3580262562494857,2025-01,1,20.198422886331116,51.7593368434999,20.790832828912816,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.2957702541800114,2.2844275389525097,0.1761552512589021,0.002424115889977262,0.1353491919405521,0.4699093270563745,0.29300382452588875,0.667945489686954,0.1431425465805687,0.2875598708770682,2025-02,2,47.124833251279256,77.81489817885034,47.70970876858451,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.25257238443928465,1.8437427069082675,0.11580159209658873,-0.04522671674955644,0.12542722627079497,0.38475618849319176,0.23053124323114127,0.5663741369196738,0.13429086184583655,0.24314080724726905,2025-03,3,71.59482741187246,87.8395880354224,72.363773710196,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.39372326674480174,2.800368838063251,0.33274997114008764,0.11193062234607458,0.12125371587277983,0.5957846272960448,0.4101737222701062,0.761654773172379,0.13604352124663427,0.36999533047610783,2025-04,4,14.329155971649628,45.484409309387495,14.813250890232835,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.49751817719578895,3.440591759328157,0.4502359990712684,0.21322961989018718,0.1153170916888879,0.6834297939819131,0.5196144343384785,0.8241526336918229,0.12398608960580774,0.44805562340705285,2025-05,5,4.590599962854988,15.705978521296233,5.123542052043119,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.39277663214021,2.7791633464146397,0.33455239896866934,0.1188637570735507,0.13759621286688045,0.5648572560491912,0.36332675584932156,0.7538440108628303,0.14866689114764284,0.36114217675817384,2025-06,6,22.630767315715897,46.37734467420807,23.319269508973303,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.2687769479871969,2.0489342657394864,0.16684172069677242,-0.01636485065520483,0.13187187292175528,0.4290994331004295,0.25394979913709076,0.6366766771460841,0.14775189264273542,0.25966166202636637,2025-07,7,59.39599472963707,82.16453954834378,59.700248220640994,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.2487103883903206,1.7795654175775126,0.08961815066438812,-0.06725382775934129,0.12517950798742342,0.39278926550032095,0.22268386947834737,0.5898247171254266,0.14062804161484005,0.23727741698898105,2025-08,8,68.67092483029924,90.47000363191322,68.87248697220033,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.2559861661923123,1.8758627822046336,0.09249092868464422,-0.06041520106821562,0.12905940454087708,0.39958361643467394,0.22267214480624783,0.5976288476512714,0.14280410064477594,0.24768905520144496,2025-09,9,65.53697356416859,88.99435346509016,65.77931052710139,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.26895546040520746,1.7700848184485745,0.09454427262483746,-0.05471287800256069,0.14694490495341367,0.39072781383953914,0.1992163990841931,0.613220635461867,0.15665866493912708,0.25108113446099145,2025-10,10,65.54766396179767,84.40650753106237,66.23143078967982,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
